----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1            [-1, 6, 28, 28]             156
         AvgPool2d-2            [-1, 6, 14, 14]               0
           Sigmoid-3            [-1, 6, 14, 14]               0
            Conv2d-4           [-1, 16, 10, 10]           2,416
         AvgPool2d-5             [-1, 16, 5, 5]               0
           Sigmoid-6             [-1, 16, 5, 5]               0
            Linear-7                  [-1, 120]          48,120
              Tanh-8                  [-1, 120]               0
            Linear-9                   [-1, 84]          10,164
             Tanh-10                   [-1, 84]               0
           Linear-11                   [-1, 10]             850
================================================================
Total params: 61,706
Trainable params: 61,706
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.08
Params size (MB): 0.24
Estimated Total Size (MB): 0.31
----------------------------------------------------------------
Epoch: 0, Validation Top 1 acc: 9.481609344482422
Epoch: 0, Validation Top 5 acc: 51.161048889160156
Epoch: 0, Validation Set Loss: 2.307643175125122
Start training epoch 1
Time, 2019-01-01T16:45:09, Epoch: 1, Batch: 10, Training Loss: 2.3175955057144164, LR: 0.1
Time, 2019-01-01T16:45:20, Epoch: 1, Batch: 140, Training Loss: 0.4386929631233215, LR: 0.1
Time, 2019-01-01T16:45:21, Epoch: 1, Batch: 150, Training Loss: 0.5067431658506394, LR: 0.1
Time, 2019-01-01T16:45:22, Epoch: 1, Batch: 160, Training Loss: 0.40368465334177017, LR: 0.1
Time, 2019-01-01T16:45:22, Epoch: 1, Batch: 170, Training Loss: 0.43313329219818114, LR: 0.1
Time, 2019-01-01T16:45:23, Epoch: 1, Batch: 180, Training Loss: 0.416933873295784, LR: 0.1
Time, 2019-01-01T16:45:24, Epoch: 1, Batch: 190, Training Loss: 0.4109126299619675, LR: 0.1
Time, 2019-01-01T16:45:25, Epoch: 1, Batch: 200, Training Loss: 0.46081546097993853, LR: 0.1
Time, 2019-01-01T16:45:26, Epoch: 1, Batch: 210, Training Loss: 0.4080255597829819, LR: 0.1
Time, 2019-01-01T16:45:27, Epoch: 1, Batch: 220, Training Loss: 0.3849604994058609, LR: 0.1
Time, 2019-01-01T16:45:27, Epoch: 1, Batch: 230, Training Loss: 0.24969317615032197, LR: 0.1
Time, 2019-01-01T16:45:28, Epoch: 1, Batch: 240, Training Loss: 0.30744009613990786, LR: 0.1
Time, 2019-01-01T16:45:29, Epoch: 1, Batch: 250, Training Loss: 0.33572611808776853, LR: 0.1
Time, 2019-01-01T16:45:30, Epoch: 1, Batch: 260, Training Loss: 0.3461411088705063, LR: 0.1
Time, 2019-01-01T16:45:31, Epoch: 1, Batch: 270, Training Loss: 0.2912804365158081, LR: 0.1
Time, 2019-01-01T16:45:32, Epoch: 1, Batch: 280, Training Loss: 0.28749445378780364, LR: 0.1
Time, 2019-01-01T16:45:33, Epoch: 1, Batch: 290, Training Loss: 0.2784235030412674, LR: 0.1
Time, 2019-01-01T16:45:34, Epoch: 1, Batch: 300, Training Loss: 0.22035212218761444, LR: 0.1
Time, 2019-01-01T16:45:35, Epoch: 1, Batch: 310, Training Loss: 0.3411887839436531, LR: 0.1
Time, 2019-01-01T16:45:36, Epoch: 1, Batch: 320, Training Loss: 0.2544438034296036, LR: 0.1
Time, 2019-01-01T16:45:37, Epoch: 1, Batch: 330, Training Loss: 0.21964525505900384, LR: 0.1
Time, 2019-01-01T16:45:38, Epoch: 1, Batch: 340, Training Loss: 0.243173748254776, LR: 0.1
Time, 2019-01-01T16:45:39, Epoch: 1, Batch: 350, Training Loss: 0.20117718502879142, LR: 0.1
Time, 2019-01-01T16:45:40, Epoch: 1, Batch: 360, Training Loss: 0.23905159831047057, LR: 0.1
Time, 2019-01-01T16:45:40, Epoch: 1, Batch: 370, Training Loss: 0.2186166413128376, LR: 0.1
Time, 2019-01-01T16:45:41, Epoch: 1, Batch: 380, Training Loss: 0.20409067273139953, LR: 0.1
Time, 2019-01-01T16:45:42, Epoch: 1, Batch: 390, Training Loss: 0.2111286662518978, LR: 0.1
Time, 2019-01-01T16:45:43, Epoch: 1, Batch: 400, Training Loss: 0.25287812650203706, LR: 0.1
Time, 2019-01-01T16:45:44, Epoch: 1, Batch: 410, Training Loss: 0.22254203110933304, LR: 0.1
Time, 2019-01-01T16:45:45, Epoch: 1, Batch: 420, Training Loss: 0.21676063612103463, LR: 0.1
Time, 2019-01-01T16:45:46, Epoch: 1, Batch: 430, Training Loss: 0.16792871281504632, LR: 0.1
Time, 2019-01-01T16:45:47, Epoch: 1, Batch: 440, Training Loss: 0.16779102459549905, LR: 0.1
Time, 2019-01-01T16:45:48, Epoch: 1, Batch: 450, Training Loss: 0.21826755180954932, LR: 0.1
Time, 2019-01-01T16:45:49, Epoch: 1, Batch: 460, Training Loss: 0.2565105654299259, LR: 0.1
Time, 2019-01-01T16:45:50, Epoch: 1, Batch: 470, Training Loss: 0.22529503032565118, LR: 0.1
Time, 2019-01-01T16:45:51, Epoch: 1, Batch: 480, Training Loss: 0.17851774990558625, LR: 0.1
Time, 2019-01-01T16:45:52, Epoch: 1, Batch: 490, Training Loss: 0.2286805361509323, LR: 0.1
Time, 2019-01-01T16:45:53, Epoch: 1, Batch: 500, Training Loss: 0.19559786319732667, LR: 0.1
Time, 2019-01-01T16:45:54, Epoch: 1, Batch: 510, Training Loss: 0.19595499336719513, LR: 0.1
Time, 2019-01-01T16:45:54, Epoch: 1, Batch: 520, Training Loss: 0.19494074545800685, LR: 0.1
Time, 2019-01-01T16:45:55, Epoch: 1, Batch: 530, Training Loss: 0.22495675161480905, LR: 0.1
Time, 2019-01-01T16:45:56, Epoch: 1, Batch: 540, Training Loss: 0.2115890182554722, LR: 0.1
Time, 2019-01-01T16:45:57, Epoch: 1, Batch: 550, Training Loss: 0.19666177406907082, LR: 0.1
Time, 2019-01-01T16:45:58, Epoch: 1, Batch: 560, Training Loss: 0.2018684573471546, LR: 0.1
Time, 2019-01-01T16:45:59, Epoch: 1, Batch: 570, Training Loss: 0.24356483668088913, LR: 0.1
Time, 2019-01-01T16:46:00, Epoch: 1, Batch: 580, Training Loss: 0.1978568732738495, LR: 0.1
Time, 2019-01-01T16:46:01, Epoch: 1, Batch: 590, Training Loss: 0.2179168239235878, LR: 0.1
Time, 2019-01-01T16:46:01, Epoch: 1, Batch: 600, Training Loss: 0.2030552625656128, LR: 0.1
Time, 2019-01-01T16:46:02, Epoch: 1, Batch: 610, Training Loss: 0.19609909877181053, LR: 0.1
Time, 2019-01-01T16:46:03, Epoch: 1, Batch: 620, Training Loss: 0.18037215769290924, LR: 0.1
Time, 2019-01-01T16:46:04, Epoch: 1, Batch: 630, Training Loss: 0.17588537633419038, LR: 0.1
Time, 2019-01-01T16:46:05, Epoch: 1, Batch: 640, Training Loss: 0.17469497099518777, LR: 0.1
Time, 2019-01-01T16:46:06, Epoch: 1, Batch: 650, Training Loss: 0.17770544216036796, LR: 0.1
Time, 2019-01-01T16:46:07, Epoch: 1, Batch: 660, Training Loss: 0.13293821662664412, LR: 0.1
Time, 2019-01-01T16:46:08, Epoch: 1, Batch: 670, Training Loss: 0.17694369405508042, LR: 0.1
Time, 2019-01-01T16:46:08, Epoch: 1, Batch: 680, Training Loss: 0.2597116746008396, LR: 0.1
Time, 2019-01-01T16:46:09, Epoch: 1, Batch: 690, Training Loss: 0.15212613195180893, LR: 0.1
Time, 2019-01-01T16:46:10, Epoch: 1, Batch: 700, Training Loss: 0.15305257439613343, LR: 0.1
Time, 2019-01-01T16:46:11, Epoch: 1, Batch: 710, Training Loss: 0.19110808074474334, LR: 0.1
Time, 2019-01-01T16:46:12, Epoch: 1, Batch: 720, Training Loss: 0.1595878578722477, LR: 0.1
Time, 2019-01-01T16:46:13, Epoch: 1, Batch: 730, Training Loss: 0.18698139786720275, LR: 0.1
Time, 2019-01-01T16:46:14, Epoch: 1, Batch: 740, Training Loss: 0.19541677907109262, LR: 0.1
Time, 2019-01-01T16:46:15, Epoch: 1, Batch: 750, Training Loss: 0.1728965863585472, LR: 0.1
Time, 2019-01-01T16:46:16, Epoch: 1, Batch: 760, Training Loss: 0.24646558985114098, LR: 0.1
Time, 2019-01-01T16:46:16, Epoch: 1, Batch: 770, Training Loss: 0.2453540548682213, LR: 0.1
Time, 2019-01-01T16:46:17, Epoch: 1, Batch: 780, Training Loss: 0.2917212963104248, LR: 0.1
Time, 2019-01-01T16:46:18, Epoch: 1, Batch: 790, Training Loss: 0.3868522852659225, LR: 0.1
Time, 2019-01-01T16:46:19, Epoch: 1, Batch: 800, Training Loss: 0.24236961156129838, LR: 0.1
Time, 2019-01-01T16:46:20, Epoch: 1, Batch: 810, Training Loss: 0.18170551881194114, LR: 0.1
Time, 2019-01-01T16:46:21, Epoch: 1, Batch: 820, Training Loss: 0.21307679116725922, LR: 0.1
Time, 2019-01-01T16:46:22, Epoch: 1, Batch: 830, Training Loss: 0.211616587638855, LR: 0.1
Time, 2019-01-01T16:46:23, Epoch: 1, Batch: 840, Training Loss: 0.2278993621468544, LR: 0.1
Time, 2019-01-01T16:46:23, Epoch: 1, Batch: 850, Training Loss: 0.25119150131940843, LR: 0.1
Time, 2019-01-01T16:46:24, Epoch: 1, Batch: 860, Training Loss: 0.2379303067922592, LR: 0.1
Time, 2019-01-01T16:46:25, Epoch: 1, Batch: 870, Training Loss: 0.22840625941753387, LR: 0.1
Time, 2019-01-01T16:46:26, Epoch: 1, Batch: 880, Training Loss: 0.29592910781502724, LR: 0.1
Time, 2019-01-01T16:46:27, Epoch: 1, Batch: 890, Training Loss: 0.20075104832649232, LR: 0.1
Time, 2019-01-01T16:46:27, Epoch: 1, Batch: 900, Training Loss: 0.1658834010362625, LR: 0.1
Time, 2019-01-01T16:46:28, Epoch: 1, Batch: 910, Training Loss: 0.15383599251508712, LR: 0.1
Time, 2019-01-01T16:46:29, Epoch: 1, Batch: 920, Training Loss: 0.1541222631931305, LR: 0.1
Time, 2019-01-01T16:46:30, Epoch: 1, Batch: 930, Training Loss: 0.19457844346761705, LR: 0.1
Epoch: 1, Validation Top 1 acc: 93.77165222167969
Epoch: 1, Validation Top 5 acc: 99.86507415771484
Epoch: 1, Validation Set Loss: 0.19308753311634064
Start training epoch 2
Time, 2019-01-01T16:47:02, Epoch: 2, Batch: 10, Training Loss: 0.26160033494234086, LR: 0.1
Time, 2019-01-01T16:47:03, Epoch: 2, Batch: 20, Training Loss: 0.22232121601700783, LR: 0.1
Time, 2019-01-01T16:47:04, Epoch: 2, Batch: 30, Training Loss: 0.17911418676376342, LR: 0.1
Time, 2019-01-01T16:47:05, Epoch: 2, Batch: 40, Training Loss: 0.23643916547298433, LR: 0.1
Time, 2019-01-01T16:47:06, Epoch: 2, Batch: 50, Training Loss: 0.18957068249583245, LR: 0.1
Time, 2019-01-01T16:47:06, Epoch: 2, Batch: 60, Training Loss: 0.18098835721611978, LR: 0.1
Time, 2019-01-01T16:47:07, Epoch: 2, Batch: 70, Training Loss: 0.23181211948394775, LR: 0.1
Time, 2019-01-01T16:47:08, Epoch: 2, Batch: 80, Training Loss: 0.24557488337159156, LR: 0.1
Time, 2019-01-01T16:47:09, Epoch: 2, Batch: 90, Training Loss: 0.2113843709230423, LR: 0.1
Time, 2019-01-01T16:47:10, Epoch: 2, Batch: 100, Training Loss: 0.2591519519686699, LR: 0.1
Time, 2019-01-01T16:47:10, Epoch: 2, Batch: 110, Training Loss: 0.24103495180606843, LR: 0.1
Time, 2019-01-01T16:47:11, Epoch: 2, Batch: 120, Training Loss: 0.21815044283866883, LR: 0.1
Time, 2019-01-01T16:47:12, Epoch: 2, Batch: 130, Training Loss: 0.15439919456839563, LR: 0.1
Time, 2019-01-01T16:47:13, Epoch: 2, Batch: 140, Training Loss: 0.1437273532152176, LR: 0.1
Time, 2019-01-01T16:47:14, Epoch: 2, Batch: 150, Training Loss: 0.2000788927078247, LR: 0.1
Time, 2019-01-01T16:47:14, Epoch: 2, Batch: 160, Training Loss: 0.19037656262516975, LR: 0.1
Time, 2019-01-01T16:47:15, Epoch: 2, Batch: 170, Training Loss: 0.16530225798487663, LR: 0.1
Time, 2019-01-01T16:47:16, Epoch: 2, Batch: 180, Training Loss: 0.14185018613934516, LR: 0.1
Time, 2019-01-01T16:47:17, Epoch: 2, Batch: 190, Training Loss: 0.14645355343818664, LR: 0.1
Time, 2019-01-01T16:47:18, Epoch: 2, Batch: 200, Training Loss: 0.20402675569057466, LR: 0.1
Time, 2019-01-01T16:47:18, Epoch: 2, Batch: 210, Training Loss: 0.1946896143257618, LR: 0.1
Time, 2019-01-01T16:47:19, Epoch: 2, Batch: 220, Training Loss: 0.16685959324240685, LR: 0.1
Time, 2019-01-01T16:47:20, Epoch: 2, Batch: 230, Training Loss: 0.14692349657416343, LR: 0.1
Time, 2019-01-01T16:47:21, Epoch: 2, Batch: 240, Training Loss: 0.13454411551356316, LR: 0.1
Time, 2019-01-01T16:47:21, Epoch: 2, Batch: 250, Training Loss: 0.20033985152840614, LR: 0.1
Time, 2019-01-01T16:47:22, Epoch: 2, Batch: 260, Training Loss: 0.17756800428032876, LR: 0.1
Time, 2019-01-01T16:47:23, Epoch: 2, Batch: 270, Training Loss: 0.1519073650240898, LR: 0.1
Time, 2019-01-01T16:47:24, Epoch: 2, Batch: 280, Training Loss: 0.1833498403429985, LR: 0.1
Time, 2019-01-01T16:47:24, Epoch: 2, Batch: 290, Training Loss: 0.23009704202413558, LR: 0.1
Time, 2019-01-01T16:47:25, Epoch: 2, Batch: 300, Training Loss: 0.17355881705880166, LR: 0.1
Time, 2019-01-01T16:47:26, Epoch: 2, Batch: 310, Training Loss: 0.15103007927536966, LR: 0.1
Time, 2019-01-01T16:47:27, Epoch: 2, Batch: 320, Training Loss: 0.11225203350186348, LR: 0.1
Time, 2019-01-01T16:47:28, Epoch: 2, Batch: 330, Training Loss: 0.186710237711668, LR: 0.1
Time, 2019-01-01T16:47:28, Epoch: 2, Batch: 340, Training Loss: 0.18246547505259514, LR: 0.1
Time, 2019-01-01T16:47:29, Epoch: 2, Batch: 350, Training Loss: 0.12112028039991855, LR: 0.1
Time, 2019-01-01T16:47:30, Epoch: 2, Batch: 360, Training Loss: 0.15350864976644515, LR: 0.1
Time, 2019-01-01T16:47:31, Epoch: 2, Batch: 370, Training Loss: 0.17655366733670236, LR: 0.1
Time, 2019-01-01T16:47:32, Epoch: 2, Batch: 380, Training Loss: 0.1604113556444645, LR: 0.1
Time, 2019-01-01T16:47:32, Epoch: 2, Batch: 390, Training Loss: 0.090561718121171, LR: 0.1
Time, 2019-01-01T16:47:33, Epoch: 2, Batch: 400, Training Loss: 0.1388050690293312, LR: 0.1
Time, 2019-01-01T16:47:34, Epoch: 2, Batch: 410, Training Loss: 0.13578008785843848, LR: 0.1
Time, 2019-01-01T16:47:35, Epoch: 2, Batch: 420, Training Loss: 0.2121187888085842, LR: 0.1
Time, 2019-01-01T16:47:35, Epoch: 2, Batch: 430, Training Loss: 0.20656518265604973, LR: 0.1
Time, 2019-01-01T16:47:36, Epoch: 2, Batch: 440, Training Loss: 0.13317862823605536, LR: 0.1
Time, 2019-01-01T16:47:37, Epoch: 2, Batch: 450, Training Loss: 0.13994214981794356, LR: 0.1
Time, 2019-01-01T16:47:38, Epoch: 2, Batch: 460, Training Loss: 0.12276349812746049, LR: 0.1
Time, 2019-01-01T16:47:38, Epoch: 2, Batch: 470, Training Loss: 0.15271969586610795, LR: 0.1
Time, 2019-01-01T16:47:39, Epoch: 2, Batch: 480, Training Loss: 0.12769499197602271, LR: 0.1
Time, 2019-01-01T16:47:40, Epoch: 2, Batch: 490, Training Loss: 0.13631611615419387, LR: 0.1
Time, 2019-01-01T16:47:41, Epoch: 2, Batch: 500, Training Loss: 0.13396735712885857, LR: 0.1
Time, 2019-01-01T16:47:41, Epoch: 2, Batch: 510, Training Loss: 0.11751628816127777, LR: 0.1
Time, 2019-01-01T16:47:42, Epoch: 2, Batch: 520, Training Loss: 0.20353008732199668, LR: 0.1
Time, 2019-01-01T16:47:43, Epoch: 2, Batch: 530, Training Loss: 0.16621251441538334, LR: 0.1
Time, 2019-01-01T16:47:44, Epoch: 2, Batch: 540, Training Loss: 0.20122976899147033, LR: 0.1
Time, 2019-01-01T16:47:44, Epoch: 2, Batch: 550, Training Loss: 0.1727969691157341, LR: 0.1
Time, 2019-01-01T16:47:45, Epoch: 2, Batch: 560, Training Loss: 0.1238553561270237, LR: 0.1
Time, 2019-01-01T16:47:46, Epoch: 2, Batch: 570, Training Loss: 0.16356786265969275, LR: 0.1
Time, 2019-01-01T16:47:47, Epoch: 2, Batch: 580, Training Loss: 0.1578782670199871, LR: 0.1
Time, 2019-01-01T16:47:48, Epoch: 2, Batch: 590, Training Loss: 0.1563906379044056, LR: 0.1
Time, 2019-01-01T16:47:48, Epoch: 2, Batch: 600, Training Loss: 0.12759778797626495, LR: 0.1
Time, 2019-01-01T16:47:49, Epoch: 2, Batch: 610, Training Loss: 0.1320456214249134, LR: 0.1
Time, 2019-01-01T16:47:50, Epoch: 2, Batch: 620, Training Loss: 0.14097250923514365, LR: 0.1
Time, 2019-01-01T16:47:51, Epoch: 2, Batch: 630, Training Loss: 0.11048968732357026, LR: 0.1
Time, 2019-01-01T16:47:52, Epoch: 2, Batch: 640, Training Loss: 0.17897868528962135, LR: 0.1
Time, 2019-01-01T16:47:53, Epoch: 2, Batch: 650, Training Loss: 0.13309550583362578, LR: 0.1
Time, 2019-01-01T16:47:53, Epoch: 2, Batch: 660, Training Loss: 0.19942767694592475, LR: 0.1
Time, 2019-01-01T16:47:54, Epoch: 2, Batch: 670, Training Loss: 0.13313009440898896, LR: 0.1
Time, 2019-01-01T16:47:55, Epoch: 2, Batch: 680, Training Loss: 0.1554377056658268, LR: 0.1
Time, 2019-01-01T16:47:56, Epoch: 2, Batch: 690, Training Loss: 0.169500894844532, LR: 0.1
Time, 2019-01-01T16:47:57, Epoch: 2, Batch: 700, Training Loss: 0.1479126490652561, LR: 0.1
Time, 2019-01-01T16:47:57, Epoch: 2, Batch: 710, Training Loss: 0.19665208235383033, LR: 0.1
Time, 2019-01-01T16:47:58, Epoch: 2, Batch: 720, Training Loss: 0.2119704455137253, LR: 0.1
Time, 2019-01-01T16:47:59, Epoch: 2, Batch: 730, Training Loss: 0.16279964670538902, LR: 0.1
Time, 2019-01-01T16:48:00, Epoch: 2, Batch: 740, Training Loss: 0.17326128259301185, LR: 0.1
Time, 2019-01-01T16:48:01, Epoch: 2, Batch: 750, Training Loss: 0.15876487120985985, LR: 0.1
Time, 2019-01-01T16:48:01, Epoch: 2, Batch: 760, Training Loss: 0.15266187116503716, LR: 0.1
Time, 2019-01-01T16:48:02, Epoch: 2, Batch: 770, Training Loss: 0.1503314658999443, LR: 0.1
Time, 2019-01-01T16:48:03, Epoch: 2, Batch: 780, Training Loss: 0.1396687164902687, LR: 0.1
Time, 2019-01-01T16:48:04, Epoch: 2, Batch: 790, Training Loss: 0.12379945330321789, LR: 0.1
Time, 2019-01-01T16:48:05, Epoch: 2, Batch: 800, Training Loss: 0.13649980947375298, LR: 0.1
Time, 2019-01-01T16:48:05, Epoch: 2, Batch: 810, Training Loss: 0.1342327743768692, LR: 0.1
Time, 2019-01-01T16:48:06, Epoch: 2, Batch: 820, Training Loss: 0.1222052350640297, LR: 0.1
Time, 2019-01-01T16:48:07, Epoch: 2, Batch: 830, Training Loss: 0.1531279157847166, LR: 0.1
Time, 2019-01-01T16:48:08, Epoch: 2, Batch: 840, Training Loss: 0.08912898153066635, LR: 0.1
Time, 2019-01-01T16:48:09, Epoch: 2, Batch: 850, Training Loss: 0.14384248219430446, LR: 0.1
Time, 2019-01-01T16:48:09, Epoch: 2, Batch: 860, Training Loss: 0.2145795226097107, LR: 0.1
Time, 2019-01-01T16:48:10, Epoch: 2, Batch: 870, Training Loss: 0.21239024698734282, LR: 0.1
Time, 2019-01-01T16:48:11, Epoch: 2, Batch: 880, Training Loss: 0.15620494708418847, LR: 0.1
Time, 2019-01-01T16:48:12, Epoch: 2, Batch: 890, Training Loss: 0.14497088752686976, LR: 0.1
Time, 2019-01-01T16:48:13, Epoch: 2, Batch: 900, Training Loss: 0.13570268750190734, LR: 0.1
Time, 2019-01-01T16:48:13, Epoch: 2, Batch: 910, Training Loss: 0.16308048516511917, LR: 0.1
Time, 2019-01-01T16:48:14, Epoch: 2, Batch: 920, Training Loss: 0.15166100412607192, LR: 0.1
Time, 2019-01-01T16:48:15, Epoch: 2, Batch: 930, Training Loss: 0.1321489132940769, LR: 0.1
Epoch: 2, Validation Top 1 acc: 95.01265716552734
Epoch: 2, Validation Top 5 acc: 99.89006042480469
Epoch: 2, Validation Set Loss: 0.15640370547771454
Start training epoch 3
Time, 2019-01-01T16:48:45, Epoch: 3, Batch: 10, Training Loss: 0.20828648135066033, LR: 0.1
Time, 2019-01-01T16:48:46, Epoch: 3, Batch: 20, Training Loss: 0.20370730832219125, LR: 0.1
Time, 2019-01-01T16:48:47, Epoch: 3, Batch: 30, Training Loss: 0.1579689212143421, LR: 0.1
Time, 2019-01-01T16:48:48, Epoch: 3, Batch: 40, Training Loss: 0.1761560395359993, LR: 0.1
Time, 2019-01-01T16:48:48, Epoch: 3, Batch: 50, Training Loss: 0.1405237138271332, LR: 0.1
Time, 2019-01-01T16:48:49, Epoch: 3, Batch: 60, Training Loss: 0.17811191827058792, LR: 0.1
Time, 2019-01-01T16:48:50, Epoch: 3, Batch: 70, Training Loss: 0.12878917902708054, LR: 0.1
Time, 2019-01-01T16:48:51, Epoch: 3, Batch: 80, Training Loss: 0.15247613415122033, LR: 0.1
Time, 2019-01-01T16:48:52, Epoch: 3, Batch: 90, Training Loss: 0.16216660514473916, LR: 0.1
Time, 2019-01-01T16:48:53, Epoch: 3, Batch: 100, Training Loss: 0.1631619930267334, LR: 0.1
Time, 2019-01-01T16:48:53, Epoch: 3, Batch: 110, Training Loss: 0.1671746104955673, LR: 0.1
Time, 2019-01-01T16:48:54, Epoch: 3, Batch: 120, Training Loss: 0.13800640776753426, LR: 0.1
Time, 2019-01-01T16:48:55, Epoch: 3, Batch: 130, Training Loss: 0.13578494563698768, LR: 0.1
Time, 2019-01-01T16:48:56, Epoch: 3, Batch: 140, Training Loss: 0.15392450094223023, LR: 0.1
Time, 2019-01-01T16:48:57, Epoch: 3, Batch: 150, Training Loss: 0.11582645811140538, LR: 0.1
Time, 2019-01-01T16:48:58, Epoch: 3, Batch: 160, Training Loss: 0.18258109614253043, LR: 0.1
Time, 2019-01-01T16:48:59, Epoch: 3, Batch: 170, Training Loss: 0.16583432182669638, LR: 0.1
Time, 2019-01-01T16:48:59, Epoch: 3, Batch: 180, Training Loss: 0.13842326551675796, LR: 0.1
Time, 2019-01-01T16:49:00, Epoch: 3, Batch: 190, Training Loss: 0.1346202116459608, LR: 0.1
Time, 2019-01-01T16:49:01, Epoch: 3, Batch: 200, Training Loss: 0.14973998367786406, LR: 0.1
Time, 2019-01-01T16:49:02, Epoch: 3, Batch: 210, Training Loss: 0.13672710321843623, LR: 0.1
Time, 2019-01-01T16:49:03, Epoch: 3, Batch: 220, Training Loss: 0.2274048626422882, LR: 0.1
Time, 2019-01-01T16:49:04, Epoch: 3, Batch: 230, Training Loss: 0.16997964158654214, LR: 0.1
Time, 2019-01-01T16:49:04, Epoch: 3, Batch: 240, Training Loss: 0.14916143864393233, LR: 0.1
Time, 2019-01-01T16:49:05, Epoch: 3, Batch: 250, Training Loss: 0.15562210977077484, LR: 0.1
Time, 2019-01-01T16:49:06, Epoch: 3, Batch: 260, Training Loss: 0.17236111164093018, LR: 0.1
Time, 2019-01-01T16:49:07, Epoch: 3, Batch: 270, Training Loss: 0.2108665570616722, LR: 0.1
Time, 2019-01-01T16:49:08, Epoch: 3, Batch: 280, Training Loss: 0.17777035161852836, LR: 0.1
Time, 2019-01-01T16:49:09, Epoch: 3, Batch: 290, Training Loss: 0.20190515071153642, LR: 0.1
Time, 2019-01-01T16:49:10, Epoch: 3, Batch: 300, Training Loss: 0.2063346989452839, LR: 0.1
Time, 2019-01-01T16:49:10, Epoch: 3, Batch: 310, Training Loss: 0.2318684436380863, LR: 0.1
Time, 2019-01-01T16:49:11, Epoch: 3, Batch: 320, Training Loss: 0.17847955636680127, LR: 0.1
Time, 2019-01-01T16:49:12, Epoch: 3, Batch: 330, Training Loss: 0.1838819034397602, LR: 0.1
Time, 2019-01-01T16:49:13, Epoch: 3, Batch: 340, Training Loss: 0.1743338018655777, LR: 0.1
Time, 2019-01-01T16:49:14, Epoch: 3, Batch: 350, Training Loss: 0.15019211992621423, LR: 0.1
Time, 2019-01-01T16:49:15, Epoch: 3, Batch: 360, Training Loss: 0.1337505653500557, LR: 0.1
Time, 2019-01-01T16:49:16, Epoch: 3, Batch: 370, Training Loss: 0.16433405354619027, LR: 0.1
Time, 2019-01-01T16:49:17, Epoch: 3, Batch: 380, Training Loss: 0.16811862364411354, LR: 0.1
Time, 2019-01-01T16:49:18, Epoch: 3, Batch: 390, Training Loss: 0.176951165497303, LR: 0.1
Time, 2019-01-01T16:49:18, Epoch: 3, Batch: 400, Training Loss: 0.17024777010083197, LR: 0.1
Time, 2019-01-01T16:49:19, Epoch: 3, Batch: 410, Training Loss: 0.17287961542606353, LR: 0.1
Time, 2019-01-01T16:49:20, Epoch: 3, Batch: 420, Training Loss: 0.17987748458981515, LR: 0.1
